path,label
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1971.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_4066.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1757.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1021.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_3420.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_4590.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_650.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3156.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1933.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_2053.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1010.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3314.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_2921.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_238.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_508.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4572.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4001.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_365.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4509.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_26.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_3.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_2360.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1459.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_62.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1634.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_524.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_357.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3946.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4047.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3917.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_2524.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1853.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_397.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4040.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_4005.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_3358.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_1515.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_2670.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4724.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4219.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3167.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_1072.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1790.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1740.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1922.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_3375.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4621.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_256.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_1892.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_2571.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_4325.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_4828.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_105.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3965.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1838.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4860.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4633.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_4206.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_2868.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_1122.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_1708.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3849.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_3403.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_2097.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_3707.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_773.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_1875.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_225.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_3025.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_1682.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_484.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_1232.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_4584.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_4624.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3059.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_2194.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_2292.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3229.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_1737.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_4371.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_100.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3628.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3417.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_795.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_2622.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1868.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_4627.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4176.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4745.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_2271.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_1735.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3384.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3307.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_714.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4704.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_2517.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_3689.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_3808.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_2400.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4447.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_2176.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_3742.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_420.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_2904.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_7.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1052.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_642.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_2480.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_4089.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_4289.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_2562.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_3454.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_2923.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_142.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_986.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_1762.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_2294.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_3865.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_393.jpg,1
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_3092.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_3690.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Real\real_1176.jpg,0
d:\Folder_Kuliah_Cadangan\Sems_7\Pengcit\IF4073_Deepfake_Detection\src\..\data\images\Dataset\Train\Fake\fake_1490.jpg,1
